"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
"10200","ACAD","ACAD-174","1","2","2","Innovators Forum","C ","","Y ","17:00","19:50","M ","33","","Thomas, Doug","IYH210 ","33","Leaders in diverse disciplines, industries and the arts present and discuss problems facing society and critique real-world projects that challenge the concept of innovation.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10202","ACAD","ACAD-176","1","4","4","Rapid Visualization ","C ","","Y ","17:00","19:50","MW","11","","Bell, Joel","IYH213 ","11","Techniques, methods, concepts, tools, and materials that are used to quickly visualize and communicate ideas and develop problem-solving skills.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10215","ACAD","ACAD-176","1","4","4","Rapid Visualization ","C ","","Y ","14:00","16:50","TH","20","","Child, Stephen, C.","IYH213 ","20","Techniques, methods, concepts, tools, and materials that are used to quickly visualize and communicate ideas and develop problem-solving skills.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10221","ACAD","ACAD-177","1","2","2","Digital Toolbox: Design ","C ","","Y ","17:00","19:50","W ","22","","Child, Stephen, C.","IYH210 ","22","Basics of industry-standard creative, analytical and presentation software. Applications include design, illustration, presentation and publishing. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10204","ACAD","ACAD-178","1","2","2","Digital Toolbox: Motion Graphics","C ","","N ","TBA ","TBA ","","0","",""," ","0","Basics of industry standard software for motion graphics, visual effects, animation design, generative art and interactive visual experiences.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10218","ACAD","ACAD-178","1","2","2","Digital Toolbox: Motion Graphics","C ","","N ","10:30","11:50","MW","0","",""," ","0","Basics of industry standard software for motion graphics, visual effects, animation design, generative art and interactive visual experiences.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10245","ACAD","ACAD-178","1","2","2","Digital Toolbox: Motion Graphics","C ","","Y ","12:00","13:20","MW","24","","Siegel, Aaron ","IYH210 ","24","Basics of industry standard software for motion graphics, visual effects, animation design, generative art and interactive visual experiences.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10247","ACAD","ACAD-178","508","2","2","Digital Toolbox: Motion Graphics","C ","","Y ","9:00","11:50","TH","34","","Siegel, Aaron ","IYH210 ","34","Basics of industry standard software for motion graphics, visual effects, animation design, generative art and interactive visual experiences.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10203","ACAD","ACAD-180","1","2","2","Digital Toolbox: Sound and Audio","C ","","N ","9:00","11:50","H ","0","",""," ","0","Basics of industry-standard hardware and software used for designing, creating, processingand distributing sound and audio. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10250","ACAD","ACAD-180","648","2","2","Digital Toolbox: Sound and Audio","C ","","Y ","9:00","11:50","TH","32","","Benson, Estevan ","IYH210 ","32","Basics of industry-standard hardware and software used for designing, creating, processingand distributing sound and audio. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10201","ACAD","ACAD-181","1","4","4","Disruptive Innovation ","C ","","Y ","18:00","19:50","MW","14","A ","Armanini, Scott ","ONLINE ","14","Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10208","ACAD","ACAD-182","1","4","4","Case Studies in Innovation","C ","","Y ","9:00","10:50","MW","31","","More, Phil","IYH212 ","31","Employing a case-study methodology, students analyze the artistic, technological, and entrepreneurial factors and address the conceptual, ethical, and logistical issues that lead to disruptive innovation.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10237","ACAD","ACAD-188","508","2","2","Digital Toolbox: Modeling Products I","C ","","Y ","18:00","19:50","TH","12","","Hughes, Adam","IYH211 ","12","Tools and techniques specific to CAD design and design improvements, focused on the ideation and development new products.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10235","ACAD","ACAD-189","1","2","2","Digital Toolbox: Modeling Products II ","C ","","N ","TBA ","TBA ","","0","","","OFFICE ","0","An investigation of the tools and techniques specific to intermediate CAD design and design improvements, focused on the ideation and development new products. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10238","ACAD","ACAD-189","648","2","2","Digital Toolbox: Modeling Products II ","C ","","Y ","18:00","19:50","TH","10","","Hughes, Adam","IYH211 ","10","An investigation of the tools and techniques specific to intermediate CAD design and design improvements, focused on the ideation and development new products. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10240","ACAD","ACAD-207","1","4","4","Designing Narrative Media","C","","Y","17:00","19:50","MW","15","","Becker, CarstenBeier, David","IYH107","15","Students conceive and produce persuasive media-based narratives presenting new ideas, products and services. Students develop the requisite media production skills to drive impact through storytelling.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10206","ACAD","ACAD-217","1","4","4","Designing Immersive Media ","C ","","Y ","17:00","19:50","TH","25","","Becker, Carsten ","IYH111 ","25","Students design and develop live immersive experiences in a variety of mediums including AR, VR and small- to large-scale interactive environments. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10242","ACAD","ACAD-240","1","4","4","Materials: Denim to Nanotubes ","C ","","Y ","15:00","16:50","TH","23","","Hughes, Adam","IYH111 ","23","Covers the fundamentals of materials science and introduce students to the principles of designing with specific materials in mind. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10232","ACAD","ACAD-245","1","4","4","Designing Products I","C ","","Y ","17:00","19:50","TH","19","","Delgatty, Grant ","IYH112 ","19","An introductory course in learning how to design physical products, including the processes for determining consumer need, market opportunity and competitive product analysis. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10236","ACAD","ACAD-245","1","4","4","Designing Products I","C ","","N ","18:00","20:50","TH","0","","","IYH110 ","0","An introductory course in learning how to design physical products, including the processes for determining consumer need, market opportunity and competitive product analysis. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10210","ACAD","ACAD-255","1","4","4","Advancing Journalism with Human-Centered Design ","C ","","N ","18:00","19:50","TH","0","","","THH215 ","0","Employing a human-centered design framework, students research and develop novel solutions to experience, collaboration and culture issues that pervade newsrooms worldwide.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10213","ACAD","ACAD-256","1","4","4","Designing for News and Information","C ","","N ","TBA ","TBA ","","0","","","OFFICE ","0","Techniques and methods used to improve the user experience with digital and physical platforms for the delivery of news and information.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10244","ACAD","ACAD-260","1","4","4","Introduction to Healthcare Innovation ","CL","","Y ","12:00","13:50","MW","9","","Lulejian, Armine","IYH212 ","9","Introductions to various health innovations, including pathways, technology, techniques and outcomes. A framework for innovation in healthcare and overview of tools for health innovators. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10209","ACAD","ACAD-275","1","4","4","Dev I ","C ","","Y ","14:00","16:50","TH","26","","Dent, Patrick, H","IYH210 ","26","Web page design and creation, web objects, scripting and interactivity. Includes developing skills to design and build interactive websites.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10229","ACAD","ACAD-277","1","4","4","Dev III: Designing Applications for Emerging Platforms","C","","Y","14:00","16:50","TH","14","","Lim, YihyunCrowley, Michael, Gregory","IYH211","14","An accelerated approach to object-oriented programming, including foundations of applications for devices, with a focus on user interface design.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10231","ACAD","ACAD-280","1","4","4","Designing Digital Experiences ","C ","","Y ","14:00","16:50","MW","25","","Siegel, Aaron ","IYH112 ","25","Designing elegant and powerful interfaces and experiences for the ways people interact with data, devices, systems and digital environments.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10246","ACAD","ACAD-281","1","4","4","Designing Live Experiences","CL","","Y ","9:00","11:50","TH","20","","Wolter, Davina","IYH213 ","20","Experience-based solutions for the design of branded environments and the development of prototypes that are entertaining, informational and inspirational. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10233","ACAD","ACAD-309","1","4","4","Dreams and Madness: The Art of Japan's Golden Age of Animation","C","","Y","15:30","18:50","W","93","","Thomas, Doug","SGM101","93","An in-depth look at the art, politics, and cultural impact ofseveral Japanese filmmakers including Isao Takahata, Hayao Miyazaki, Satoshi Kon, Mamoru Hosoda and Makoto Shinkai.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10239","ACAD","ACAD-324","1","4","4","The Practice of Design: Ideation to Innovation","C ","","Y ","14:00","16:50","TH","25","","Krohn, Lisa ","IYH212 ","25","History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10205","ACAD","ACAD-345","1","4","4","Designing Products II ","C ","","Y ","14:00","16:50","TH","8","","Delgatty, Grant ","IYH112 ","8","A thorough look into developing a feasible consumer product through implementing all aspects of the R&D process, including consumer insights, competitive analysis, ideation and manufacturability. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10212","ACAD","ACAD-350","1","2","2","International Experience","C ","","N ","TBA ","TBA ","","0","",""," ","0","International study tour providing in-depth and field-based knowledge in design, technology and/or business. Sites selected from the worlds most exciting established and emerging innovation hubs. ","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10214","ACAD","ACAD-360","1","4","4","Design Strategy: Problem Solving for Organizations","C ","","Y ","9:00","10:50","MW","40","","Manos, Matthew","IYH210/211 ","40","A professional, collaborative and multidisciplinary consulting approach to diagnosing problems and applying design-based solutions on behalf of organizations.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10224","ACAD","ACAD-376","1","4","4","Industry Practicum I: Designing and Implementing Real-World Solutions","C","","N","15:00","16:50","TH","0","","","","0","Practicum through which students serve as design strategists for high-profile industry collaborators, and learn advanced methods and processes to solve problems in field-specific environments.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10243","ACAD","ACAD-377","1","4","4","Industry Practicum II: Designing and Implementing Real-World","C","","Y","15:00","16:50","MW","26","","Lim, YihyunJones, Trent","IYH210/211","26","Advanced application of skills and concepts learned in ACAD 376.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10217","ACAD","ACAD-419","1","2","2","Professional Internship ","C ","","Y ","TBA ","TBA ","","1","","Dent, Patrick, H"," ","1","An experiential/academic opportunity in an arts, technology and business related facility. Written analysis, evaluation, and working internship.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10223","ACAD","ACAD-445","1","4","4","Designing Products III","C ","","N ","TBA ","TBA ","","0","","","OFFICE ","0","An understanding of bringing a product to market through the process of determining consumer pain points, competitive analysis, marketability, feasibility, and the supporting business model.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10207","ACAD","ACAD-475B ","1","4","4","The Garage Experience ","C ","","Y ","12:00","14:50","MW","25","","Manos, Matthew","IYH110 ","25","Continuation of ACAD 475a. Students refine and perfect outcomes, leading to a pitch/presentation to faculty and industry experts for funding or validation, and critical networking.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10219","ACAD","ACAD-475B ","1","4","4","The Garage Experience ","C ","","N ","12:00","14:50","MW","0","","","SKS404 ","0","Continuation of ACAD 475a. Students refine and perfect outcomes, leading to a pitch/presentation to faculty and industry experts for funding or validation, and critical networking.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10253","ACAD","ACAD-490","648","1","4","Directed Research ","C ","","Y ","TBA ","TBA ","","1","","Wolter, Davina","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10251","ACAD","ACAD-490","508","1","5","Directed Research ","C ","","Y ","TBA ","TBA ","","1","","Child, Stephen, C.","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10254","ACAD","ACAD-490","648","2","2","Directed Research ","C ","","Y ","TBA ","TBA ","","1","","Dent, Patrick, H","OFFICE ","1","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10252","ACAD","ACAD-490","648","1","5","Directed Research ","C ","","Y ","TBA ","TBA ","","2","","Benson, Estevan ","OFFICE ","2","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
"10227","ACAD","ACAD-490","1","1","8","Directed Research ","C ","","Y ","TBA ","TBA ","","0","",""," ","0","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20221"
