"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
"10202","ACAD","ACAD-419","51","2","2","Professional Internship ","C ","","Y ","TBA ","TBA ","","1","","Dent, Patrick, H","ONLINE ","1","An experiential/academic opportunity in an arts, technology and business related facility. Written analysis, evaluation, and working internship.","Jimmy Iovine and Andre Young Academy","ACAD","20202"
"10200","ACAD","ACAD-419","59","2","2","Professional Internship ","C ","","Y ","TBA ","TBA ","","1","","Dent, Patrick, H","ONLINE ","1","An experiential/academic opportunity in an arts, technology and business related facility. Written analysis, evaluation, and working internship.","Jimmy Iovine and Andre Young Academy","ACAD","20202"
"10201","ACAD","ACAD-490","51","1","6","Directed Research ","C ","","Y ","TBA ","TBA ","","0","","Siegel, Aaron ","ONLINE ","0","Individual research and readings. Not available for graduate credit.","Jimmy Iovine and Andre Young Academy","ACAD","20202"
"10230","ACAD","ACAD-499","552","2","2","Special Topics","C ","","N ","TBA ","TBA ","","1","","Thomas, Doug","OFFICE ","1","Comprehensive exploration of particular aspects of art, technology and the business of innovation.","Jimmy Iovine and Andre Young Academy","ACAD","20202"
"10249","ACAD","ACAD-590","59","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","","Crowley, Michael, Gregory ","OFFICE ","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department. ","Jimmy Iovine and Andre Young Academy","ACAD","20202"
"10248","ACAD","ACAD-590","59","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","","Crowley, Michael, Gregory ","OFFICE ","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department. ","Jimmy Iovine and Andre Young Academy","ACAD","20202"
"34112","ACAD","IDSN-545","68","2","2","Integrative Project","C","","Y","19:30","20:50","H","20","","Clewis, JaySwain, Chris","ONLINE","20","Faculty-mentored project. Demonstrate individual and simultaneous skills and competency across fields and within cross-functional, cross-disciplinary teams.","Jimmy Iovine and Andre Young Academy","IDSN","20202"
"34167","ACAD","IDSN-577","68","3","3","Finance for Entrepreneurs","C","","Y","18:30","21:35","T","22","","Alexander, Joshua","ONLINE","22","The life cycle of a new venture from idea to construction of anenterprise to a decision about financial viability. Recommended preparation: IDSN 525 Business Essentials.","Jimmy Iovine and Andre Young Academy","IDSN","20202"
"34181","ACAD","IDSN-590","68","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","3","","Wolter, Davina","ONLINE ","3","Research leading to the master's degree. Maximum units, which may be applied to the degree, to be determined by the department. Graded CR/NC. ","Jimmy Iovine and Andre Young Academy","IDSN","20202"
"34185","ACAD","IDSN-590","68","1","3","Directed Research ","C ","","Y ","TBA ","TBA ","","0","","Delgatty, Grant ","ONLINE ","0","Research leading to the master's degree. Maximum units, which may be applied to the degree, to be determined by the department. Graded CR/NC. ","Jimmy Iovine and Andre Young Academy","IDSN","20202"
