"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPTOWNERNAME","DEPARTMENT","origin"
"10200","ACAD","ACAD-174","1","2","2","Innovators Forum","C ","","Y ","17:00","19:50","M ","0","","Thomas, Doug","IYH210/211 ","0","Leaders in diverse disciplines, industries and the arts present and discuss problems facing society and critique real-world projects that challenge the concept of innovation.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10202","ACAD","ACAD-176","1","4","4","Rapid Visualization ","C ","","Y ","14:00","16:50","MW","1","","","IYH110 ","1","Techniques, methods, concepts, tools, and materials that are used to quickly visualize and communicate ideas and develop problem-solving skills.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10203","ACAD","ACAD-177","1","2","2","Digital Toolbox: Design ","C ","","Y ","17:00","19:50","W ","1","","Child, Stephen, C.","IYH210 ","1","Basics of industry-standard creative, analytical and presentation software. Applications include design, illustration, presentation and publishing. ","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10206","ACAD","ACAD-178","508","2","2","Digital Toolbox: Motion Graphics","C ","","Y ","9:00","11:50","TH","1","","Siegel, Aaron ","IYH210/211 ","1","Basics of industry standard software for motion graphics, visual effects, animation design, generative art and interactive visual experiences.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10207","ACAD","ACAD-180","648","2","2","Digital Toolbox: Sound and Audio","C ","","Y ","9:00","11:50","TH","0","","","IYH210/211 ","0","Basics of industry-standard hardware and software used for designing, creating, processingand distributing sound and audio. ","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10209","ACAD","ACAD-181","1","4","4","Disruptive Innovation ","C ","","Y ","18:00","19:50","MW","3","","Amini, Elizabeth","IYH212 ","3","Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only to Arts, Technology and the Business of Innovation students.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10211","ACAD","ACAD-182","1","4","4","Case Studies in Innovation","C ","","Y ","9:00","10:50","MW","0","","More, Phil","IYH211 ","0","Employing a case-study methodology, students analyze the artistic, technological, and entrepreneurial factors and address the conceptual, ethical, and logistical issues that lead to disruptive innovation.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10215","ACAD","ACAD-188","508","2","2","Digital Toolbox: Modeling Products I","C ","","Y ","16:00","17:50","TH","1","","Hughes, Adam","IYH111 ","1","Tools and techniques specific to CAD design and design improvements, focused on the ideation and development new products.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10217","ACAD","ACAD-189","648","2","2","Digital Toolbox: Modeling Products II ","C ","","Y ","16:00","17:50","TH","0","","Hughes, Adam","IYH111 ","0","An investigation of the tools and techniques specific to intermediate CAD design and design improvements, focused on the ideation and development new products. ","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10223","ACAD","ACAD-207","1","4","4","Designing Narrative Media ","C ","","Y ","14:00","16:50","TH","2","","Beier, David","IYH110 ","2","Students conceive and produce persuasive media-based narratives presenting new ideas, products and services. Students develop the requisite media production skills to drive impact through storytelling. ","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10225","ACAD","ACAD-217","1","4","4","Designing Immersive Media ","C ","","Y ","17:00","19:50","TH","4","","Becker, Carsten ","IYH110 ","4","Students design and develop live immersive experiences in a variety of mediums including AR, VR and small- to large-scale interactive environments. ","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10227","ACAD","ACAD-240","1","4","4","Materials: Denim to Nanotubes ","C ","","Y ","14:00","15:50","TH","5","","Hughes, Adam","IYH111 ","5","Covers the fundamentals of materials science and introduce students to the principles of designing with specific materials in mind. ","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10229","ACAD","ACAD-245","1","4","4","Designing Products I","C ","","Y ","14:00","16:50","TH","0","","Delgatty, Grant ","IYH213 ","0","An introductory course in learning how to design physical products, including the processes for determining consumer need, market opportunity and competitive product analysis. ","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10231","ACAD","ACAD-255","1","4","4","Advancing Journalism with Human-Centered Design","C","","Y","14:00","17:20","T","1","","Davis, Laura Child, Stephen, C.","IYH212","1","Employing a human-centered design framework, students research and develop novel solutions to experience, collaboration and culture issues that pervade newsrooms worldwide.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10235","ACAD","ACAD-260","1","4","4","Introduction to Healthcare Innovation ","CL","","Y ","12:00","13:50","MW","3","","Lulejian, Armine","IYH212 ","3","Introductions to various health innovations, including pathways, technology, techniques and outcomes. A framework for innovation in healthcare and overview of tools for health innovators. ","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10239","ACAD","ACAD-275","1","4","4","Dev I ","C ","","Y ","14:00","16:50","TH","0","","Dent, Patrick, H","IYH210 ","0","Web page design and creation, web objects, scripting and interactivity. Includes developing skills to design and build interactive websites.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10242","ACAD","ACAD-275","1","4","4","Dev I ","C ","","Y ","17:00","19:50","TH","0","","Siegel, Aaron ","IYH211 ","0","Web page design and creation, web objects, scripting and interactivity. Includes developing skills to design and build interactive websites.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10240","ACAD","ACAD-275","1","4","4","Dev I ","C ","","Y ","17:00","19:50","TH","0","","Dent, Patrick, H","IYH210 ","0","Web page design and creation, web objects, scripting and interactivity. Includes developing skills to design and build interactive websites.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10245","ACAD","ACAD-280","1","4","4","Designing Digital Experiences ","C ","","Y ","14:00","16:50","TH","1","","Siegel, Aaron ","IYH211 ","1","Designing elegant and powerful interfaces and experiences for the ways people interact with data, devices, systems and digital environments.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10247","ACAD","ACAD-281","1","4","4","Designing Live Experiences","C ","","Y ","9:00","11:50","TH","0","","Wolter, Davina","IYH213 ","0","Experience-based solutions for the design of branded environments and the development of prototypes that are entertaining, informational and inspirational. ","Jimmy Iovine and Andre Young Academy","ACAD","20231"
"10252","ACAD","ACAD-309","1","4","4","Dreams and Madness: The Art of Japan's Golden Age of Animation","C","","Y","15:30","18:50","W","9","","Thomas, Doug","SGM101","9","An in-depth look at the art, politics, and cultural impact ofseveral Japanese filmmakers including Isao Takahata, Hayao Miyazaki, Satoshi Kon, Mamoru Hosoda and Makoto Shinkai.","Jimmy Iovine and Andre Young Academy","ACAD","20231"
